r_target,r_prime,beta,n_coeff,n_trotter_steps,state_prep_method,snap_depth,valid,error,fidelity,fidelity_vs_truncated,postselection_probability,rel_error_vs_exact,rel_error_vs_truncated,oracle_fidelity,coeff_backend_gap,circuit_depth,circuit_size,score,source
1.3,0.1,0.6,12,32,injection,0,True,,0.6330531275253212,0.9999992662328101,0.31747833373037126,0.7613450280028877,0.0008566024329971325,1.0,1.2846656399998434e-07,482,708,0.448308657165506,grid
1.3,0.1,0.7,8,8,injection,0,True,,0.6448396154532157,0.9999883191636834,0.31339766098540356,0.7421409632898567,0.00341774381138096,1.0,5.169420256999184e-08,122,180,0.4495455785499006,grid
1.3,0.1,0.7,8,16,injection,0,True,,0.6440695487532258,0.999997081519822,0.3133910156972689,0.7433891007603181,0.0017083584799241472,1.0,5.169420256999184e-08,242,356,0.44927231170355364,grid
1.3,0.1,0.7,8,32,injection,0,True,,0.6436724035412632,0.9999992705180936,0.31338988177530314,0.7440331475229252,0.0008540974409641784,1.0,5.169420256999184e-08,482,708,0.4491329629940578,grid
1.3,0.1,0.7,12,8,injection,0,True,,0.6397158026806296,0.9999891916552927,0.3122463064025108,0.7504626235559871,0.003287622473550698,1.0,1.1391508768234682e-07,122,180,0.44693276511612345,grid
1.3,0.1,0.7,12,16,injection,0,True,,0.63899163972475,0.9999972879445488,0.3122562839931212,0.7516420038467987,0.0016468341769439246,1.0,1.1391508768234682e-07,242,356,0.44668686450703,grid
1.3,0.1,0.7,12,32,injection,0,True,,0.6386216369830495,0.999999320889947,0.3122601220064769,0.752244911721911,0.0008240816185445122,1.0,1.1391508768234682e-07,482,708,0.44656026500384366,grid
1.3,0.1,0.8,8,8,injection,0,True,,0.6498762147812404,0.9999893815364509,0.3043861698246565,0.7339990306762995,0.0032586157033680087,1.0,4.4844445241266126e-08,122,180,0.4447621070610755,grid
1.3,0.1,0.8,8,16,injection,0,True,,0.6491342508071095,0.9999973456035571,0.3043778675704674,0.7351961519705458,0.001629234019203069,1.0,4.4844445241266126e-08,242,356,0.4445020798912205,grid
1.3,0.1,0.8,8,32,injection,0,True,,0.6487514061255418,0.99999933634968,0.3043753654676367,0.7358141599238782,0.0008146476297335561,1.0,4.4844445241266126e-08,482,708,0.44436915547448275,grid
1.3,0.1,0.8,12,8,injection,0,True,,0.6485849728601101,0.9999898123718451,0.29813558022429726,0.7360828907607976,0.0031918226679640174,1.0,9.878112020673957e-08,122,180,0.43973430296988314,grid
1.3,0.1,0.8,12,16,injection,0,True,,0.6478929436764144,0.9999974494745567,0.2981389132537199,0.7372007005931732,0.0015970384929715404,1.0,9.878112020673957e-08,242,356,0.4395021025347202,grid
1.3,0.1,0.8,12,32,injection,0,True,,0.6475369070865262,0.9999993620403427,0.29814061160296984,0.7377760632584148,0.0007987240225272779,1.0,9.878112020673957e-08,482,708,0.43938257761803934,grid
1.3,0.2,0.6,8,8,injection,0,True,,0.6307923827043735,0.9999882051562067,0.37298206972418885,0.7650540282034399,0.0034343824646197924,1.0,2.6989708660741725e-07,122,180,0.4850507689586007,grid
1.3,0.2,0.6,8,16,injection,0,True,,0.6300273990312832,0.9999970509494829,0.3729816549893392,0.7663110058736019,0.0017172825085290972,1.0,2.6989708660741725e-07,242,356,0.48475629132515324,grid
1.3,0.2,0.6,8,32,injection,0,True,,0.6296345198088994,0.9999992626292791,0.37298354174349857,0.7669569471479782,0.0008587032458030617,1.0,2.6989708660741725e-07,482,708,0.4846063487020061,grid
1.3,0.2,0.6,12,8,injection,0,True,,0.623888871555236,0.9999884265963022,0.3710317056912506,0.7764338701864942,0.003401990247341927,1.0,5.491629262623857e-07,122,180,0.4811263370206715,grid
1.3,0.2,0.6,12,16,injection,0,True,,0.6232110942861375,0.999997113678614,0.3710454384086724,0.7775556212938409,0.0016989201618447874,1.0,5.491629262623857e-07,242,356,0.48087382305605736,grid
1.3,0.2,0.6,12,32,injection,0,True,,0.6228629611648604,0.9999992793778664,0.37105373683070514,0.7781321158803185,0.0008488949594987809,1.0,5.491629262623857e-07,482,708,0.4807448692119967,grid
1.3,0.2,0.7,8,8,injection,0,True,,0.6367223352952812,0.9999893753950861,0.3680155248828432,0.7553431694783841,0.0032595579143852448,1.0,2.389465863846479e-07,122,180,0.4840699375382886,grid
1.3,0.2,0.7,8,16,injection,0,True,,0.6359842386917097,0.9999973416609461,0.36801227158702876,0.7565487494481514,0.0016304435349240973,1.0,2.389465863846479e-07,242,356,0.48378714779795795,grid
1.3,0.2,0.7,8,32,injection,0,True,,0.63560494234881,0.9999993350762151,0.36801201898434605,0.7571686189124752,0.0008154288607141788,1.0,2.389465863846479e-07,482,708,0.48364269674028415,grid
1.3,0.2,0.7,12,8,injection,0,True,,0.6321391084271343,0.9999894412049428,0.36351161768742707,0.7628435521606731,0.0032494471139586432,1.0,4.869087549186822e-07,122,180,0.4793640682277255,grid
1.3,0.2,0.7,12,16,injection,0,True,,0.6314840809288376,0.9999973696340256,0.3635175270682012,0.7639183162844787,0.001621842437837356,1.0,4.869087549186822e-07,242,356,0.47911953777965144,grid
1.3,0.2,0.7,12,32,injection,0,True,,0.6311460256095308,0.9999993436021088,0.3635225265248588,0.7644732752545996,0.0008101841284873269,1.0,4.869087549186822e-07,482,708,0.4789945697350857,grid
1.3,0.2,0.8,8,8,injection,0,True,,0.6445280326192818,0.9999904919862052,0.3557855156637565,0.7426458755223208,0.0030835213957948874,1.0,2.069564689116939e-07,122,180,0.47886714070313663,grid
1.3,0.2,0.8,8,16,injection,0,True,,0.643825162566372,0.9999976197287521,0.35578113246735776,0.7437853915826208,0.0015428146076643407,1.0,2.069564689116939e-07,242,356,0.47860301445858505,grid
1.3,0.2,0.8,8,32,injection,0,True,,0.6434639477068304,0.9999994044689159,0.35577955208903883,0.7443712933162612,0.0007717068349871835,1.0,2.069564689116939e-07,482,708,0.4784676740393031,grid
1.3,0.2,0.8,12,8,injection,0,True,,0.645873256573301,0.9999903079778942,0.34340063708807944,0.7404670057598732,0.003113216350069404,1.0,4.217027491173337e-07,122,180,0.4709493473670222,grid
1.3,0.2,0.8,12,16,injection,0,True,,0.6452075717439831,0.9999975846915614,0.3433938504764171,0.7415448852638236,0.0015541281389686663,1.0,4.217027491173337e-07,242,356,0.47070193585506476,grid
1.3,0.2,0.8,12,32,injection,0,True,,0.6448628956578942,0.999999397063763,0.34339317204797903,0.7421032441020873,0.0007764899233264056,1.0,4.217027491173337e-07,482,708,0.4705757274615949,grid
